gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,LifetimeCharges,Churn
1,0,1,1,0.5915492957746479,0,0,1,0,1,1,1,1,1,0.42,0.30256173551811677,1,0,0,0,1,0,0,1,0,0,0-12,0.2484507042253521,0
0,0,1,0,0.5070422535211268,1,1,1,0,1,0,1,1,0,0.6100000000000001,0.3338333717978306,1,0,0,0,1,0,0,0,0,1,0-12,0.3092957746478874,0
1,1,0,0,0.26760563380281693,1,1,0,0,0,0,0,1,1,0.6699999999999999,0.1972074774982691,0,1,0,1,0,0,0,1,0,0,0-12,0.17929577464788732,1
1,0,0,0,0.04225352112676056,0,0,0,0,0,0,0,0,1,0.06,0.007846757442880221,1,0,0,1,0,0,0,0,1,0,0-12,0.0025352112676056337,1
0,0,1,0,0.8732394366197184,1,0,1,1,1,1,1,1,1,0.9200000000000002,0.7716362797138241,0,1,0,0,0,1,0,1,0,0,0-12,0.8033802816901411,0
0,0,0,0,0.02816901408450704,1,0,0,0,0,0,1,1,0,0.72,0.0252711747057466,0,1,0,1,0,0,0,0,0,1,0-12,0.020281690140845066,0
0,0,1,1,0.9154929577464789,1,1,0,0,0,0,0,0,1,0.07,0.1908608354488807,0,0,1,0,0,1,0,1,0,0,0-12,0.06408450704225353,0
0,0,0,0,0.3802816901408451,1,1,0,1,1,0,1,1,1,0.8700000000000001,0.34168012924071084,0,1,0,1,0,0,0,0,1,0,0-12,0.3308450704225353,1
1,1,0,0,0.09859154929577466,1,1,0,0,0,0,0,1,0,0.6699999999999999,0.07812139395338104,0,1,0,1,0,0,0,0,1,0,0-12,0.06605633802816901,0
0,0,0,1,0.9859154929577465,1,1,0,0,0,0,0,0,0,0.06,0.18878375259635358,0,0,1,0,0,1,0,0,0,1,0-12,0.059154929577464786,0
0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.06,0.0006923609508423727,1,0,0,1,0,0,0,0,1,0,,0.0,1
1,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.07,0.2122086314331872,0,0,1,0,0,1,1,0,0,0,0-12,0.07,0
0,1,1,0,0.2112676056338028,1,0,1,1,0,0,0,0,1,0.36000000000000004,0.09312254788829911,1,0,0,1,0,0,1,0,0,0,0-12,0.07605633802816902,0
0,0,1,0,0.9154929577464789,1,1,1,1,1,1,0,0,0,0.78,0.7392107085160396,0,1,0,0,0,1,0,0,0,1,0-12,0.7140845070422536,0
1,0,0,0,0.14084507042253522,1,1,0,0,0,0,0,0,1,0.5800000000000001,0.09450726978998386,0,1,0,1,0,0,0,0,1,0,0-12,0.08169014084507044,1
0,0,0,0,0.7042253521126761,1,1,1,1,1,1,1,0,1,0.6300000000000001,0.47403646434341107,1,0,0,0,1,0,0,1,0,0,0-12,0.44366197183098605,0
1,0,0,1,0.09859154929577466,0,0,1,0,0,0,0,1,1,0.2,0.036002769443803366,1,0,0,1,0,0,0,0,1,0,0-12,0.01971830985915493,0
0,0,0,0,0.18309859154929578,1,0,0,0,0,0,1,1,1,0.74,0.1522040156935149,0,1,0,1,0,0,0,0,1,0,0-12,0.13549295774647888,0
1,0,0,0,0.04225352112676056,1,1,0,1,0,1,0,1,1,0.75,0.039695361181629356,0,1,0,1,0,0,0,0,1,0,0-12,0.03169014084507042,1
1,0,0,0,0.971830985915493,1,1,1,1,1,0,1,1,0,0.6599999999999999,0.6892453265635818,1,0,0,0,0,1,0,0,0,1,0-12,0.6414084507042253,0
1,0,0,1,0.971830985915493,1,1,1,1,0,1,0,0,0,0.48000000000000004,0.5623124855758135,1,0,0,0,0,1,0,0,1,0,0-12,0.46647887323943665,0
1,1,1,0,0.7464788732394366,1,1,0,1,0,0,1,1,1,0.8300000000000001,0.6179321486268174,0,1,0,0,1,0,0,1,0,0,0-12,0.6195774647887324,1
0,0,0,1,0.3802816901408451,1,0,1,0,0,0,0,0,1,0.56,0.23655665820447727,0,1,0,1,0,0,1,0,0,0,0-12,0.21295774647887328,1
0,0,0,0,0.323943661971831,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.05411954765751212,0,0,1,0,0,1,0,0,0,1,0-12,0.0064788732394366255,0
1,0,1,0,0.9577464788732395,1,0,0,1,0,0,0,1,1,0.43,0.47461343180244636,1,0,0,0,0,1,0,1,0,0,0-12,0.411830985915493,0
0,0,1,1,0.5774647887323944,1,0,1,1,0,0,0,0,0,0.36000000000000004,0.26344334179552276,1,0,0,1,0,0,0,0,0,1,0-12,0.207887323943662,0
1,1,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.51,0.013039464574198016,0,1,0,1,0,0,0,0,1,0,0-12,0.007183098591549296,1
1,1,0,0,0.5352112676056339,1,1,0,0,1,0,1,1,1,0.81,0.46365105008077545,0,1,0,1,0,0,0,0,1,0,0-12,0.4335211267605635,0
0,0,1,1,0.619718309859155,1,1,0,1,1,1,1,1,1,0.9100000000000001,0.5633510270020771,0,1,0,0,0,1,1,0,0,0,0-12,0.5639436619718311,0
0,0,1,1,1.0,1,1,1,1,1,1,1,0,1,0.6200000000000001,0.6587814447265175,1,0,0,0,0,1,1,0,0,0,0-12,0.6200000000000001,0
1,0,0,0,0.5211267605633804,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.08366028156012002,0,0,1,0,0,1,0,0,0,1,0-12,0.010422535211267616,0
0,0,1,0,1.0,1,1,1,1,1,1,0,0,1,0.49000000000000005,0.5522732517885991,1,0,0,0,0,1,1,0,0,0,0-12,0.49000000000000005,0
0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.06,0.0006923609508423727,0,0,1,1,0,0,0,0,0,1,,0.0,1
0,0,1,1,1.0,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.16108931456265868,0,0,1,0,0,1,0,1,0,0,0-12,0.010000000000000009,0
0,0,1,0,0.7605633802816901,1,1,0,0,0,0,0,0,0,0.07,0.16443572582506347,0,0,1,0,0,1,1,0,0,0,0-12,0.05323943661971831,0
1,0,1,1,0.7042253521126761,0,0,0,0,1,1,1,1,1,0.38000000000000006,0.3323332564043388,1,0,0,0,1,0,0,0,1,0,0-12,0.267605633802817,0
0,0,0,0,0.8732394366197184,1,0,1,1,1,1,1,1,1,0.6799999999999999,0.6105469651511655,1,0,0,0,0,1,1,0,0,0,0-12,0.5938028169014085,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,0,0,0,1,,0.0,0
1,0,1,1,0.3098591549295775,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.04996538195245788,0,0,1,0,0,1,0,0,0,1,0-12,0.0030985915492957776,0
1,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0.32,0.003692591737825987,1,0,0,1,0,0,0,0,1,0,,0.0,1
1,0,0,0,0.014084507042253521,1,1,0,0,0,1,0,0,1,0.36000000000000004,0.011423955688899147,1,0,0,1,0,0,0,0,0,1,0-12,0.005070422535211268,0
1,1,0,0,0.7183098591549296,1,1,1,1,1,0,1,1,0,0.9000000000000001,0.6717055158089084,0,1,0,1,0,0,0,1,0,0,0-12,0.6464788732394368,0
1,0,0,0,0.49295774647887325,1,1,1,0,0,0,0,0,0,0.36000000000000004,0.21636279713824141,1,0,0,0,1,0,0,0,0,1,0-12,0.17746478873239438,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,0,1,,0.0,0
1,0,0,0,0.3802816901408451,1,1,1,0,1,0,0,0,0,0.41,0.18878375259635358,1,0,0,0,1,0,0,0,0,1,0-12,0.15591549295774648,0
1,0,1,1,0.08450704225352114,1,0,1,1,1,0,1,0,0,0.51,0.052965612739441496,1,0,0,0,1,0,0,0,1,0,0-12,0.04309859154929578,0
0,0,0,0,0.18309859154929578,1,1,0,1,0,0,1,1,1,0.8200000000000001,0.16120470805446574,0,1,0,1,0,0,0,0,1,0,0-12,0.15014084507042255,1
0,1,1,0,1.0,0,0,1,1,1,1,1,1,1,0.46,0.5225017309023771,1,0,0,0,0,1,0,1,0,0,0-12,0.46,0
1,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,0,0,0,1,,0.0,1
1,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,0,0.0,0.016732056312024006,0,0,1,1,0,0,0,0,0,1,0-12,0.0,0
0,0,0,0,0.5774647887323944,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.0958919916916686,0,0,1,0,1,0,1,0,0,0,0-12,0.005774647887323949,0
1,0,0,0,0.08450704225352114,0,0,0,0,0,0,0,0,0,0.07,0.019732287099007616,1,0,0,1,0,0,1,0,0,0,0-12,0.005915492957746481,0
0,0,0,0,0.04225352112676056,1,0,0,0,1,0,0,0,1,0.56,0.03496422801753981,0,1,0,1,0,0,1,0,0,0,0-12,0.023661971830985916,1
0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9600000000000002,0.9277636741287791,0,1,0,0,0,1,0,1,0,0,0-12,0.9600000000000002,0
1,0,1,0,0.26760563380281693,0,0,0,0,0,0,0,0,1,0.06,0.053542580198476804,1,0,0,1,0,0,0,0,1,0,0-12,0.016056338028169016,1
0,0,0,0,0.8732394366197184,1,0,1,1,1,1,1,1,0,0.9100000000000001,0.8113316408954535,0,1,0,0,0,1,0,1,0,0,0-12,0.7946478873239439,0
1,0,0,0,0.7746478873239437,0,0,1,1,1,1,0,0,0,0.27,0.29333025617355185,1,0,0,0,0,1,1,0,0,0,0-12,0.20915492957746482,0
1,0,0,1,0.056338028169014086,1,0,0,0,0,1,0,0,1,0.33,0.030925455804292637,1,0,0,1,0,0,0,0,0,1,0-12,0.01859154929577465,0
1,0,1,0,1.0,1,1,0,1,1,1,1,1,1,0.9200000000000002,0.9189937687514425,0,1,0,0,0,1,1,0,0,0,0-12,0.9200000000000002,0
0,1,1,1,0.943661971830986,1,1,0,1,1,0,0,0,1,0.6599999999999999,0.6537041310870066,0,1,0,1,0,0,0,0,1,0,0-12,0.6228169014084507,0
0,0,1,1,0.9295774647887325,1,0,1,1,0,1,0,0,0,0.42,0.4588045234248789,1,0,0,0,1,0,0,0,0,1,0-12,0.39042253521126763,0
0,0,1,1,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.26,0.04050311562427879,1,0,0,1,0,0,1,0,0,0,0-12,0.025633802816901412,0
0,0,1,1,0.7183098591549296,1,1,0,1,0,1,0,1,1,0.75,0.5323101777059773,0,1,0,1,0,0,1,0,0,0,0-12,0.5387323943661972,0
1,0,1,1,0.23943661971830985,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.04419570736210478,0,0,1,1,0,0,0,0,0,1,0-12,0.0047887323943662016,0
1,0,1,1,0.8169014084507042,1,1,0,0,0,0,0,0,0,0.07,0.17493653357950614,0,0,1,0,0,1,0,0,0,1,0-12,0.057183098591549304,0
1,0,0,0,0.8309859154929577,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.12404800369259175,0,0,1,0,0,1,0,0,0,1,0-12,0.016619718309859168,0
0,0,0,0,0.08450704225352114,1,1,0,0,0,0,1,1,1,0.76,0.0788137549042234,0,1,0,1,0,0,0,0,1,0,0-12,0.06422535211267606,0
0,0,1,1,0.8169014084507042,0,0,1,0,1,0,0,0,0,0.16000000000000003,0.22640203092545583,1,0,0,0,1,0,0,0,0,1,0-12,0.1307042253521127,0
0,0,0,0,0.6338028169014085,0,0,1,0,1,1,1,1,1,0.42,0.3317562889453035,1,0,0,0,0,1,1,0,0,0,0-12,0.2661971830985916,0
0,0,0,0,0.056338028169014086,1,0,0,1,0,0,0,0,1,0.33,0.02815601200092315,1,0,0,1,0,0,0,0,1,0,0-12,0.01859154929577465,0
0,1,1,0,0.8169014084507042,0,0,1,0,1,1,1,1,1,0.46,0.44634202630971614,1,0,0,0,0,1,0,1,0,0,0-12,0.37577464788732395,0
1,0,1,0,0.971830985915493,1,1,0,1,1,1,1,1,1,0.6599999999999999,0.6807062081698592,1,0,0,0,0,1,1,0,0,0,0-12,0.6414084507042253,0
1,0,0,0,0.18309859154929578,1,0,0,0,0,0,0,0,1,0.53,0.10339256865912763,0,1,0,1,0,0,0,1,0,0,0-12,0.09704225352112676,1
1,0,0,0,0.6056338028169015,1,1,0,0,0,0,0,0,1,0.32,0.2447495961227787,1,0,0,1,0,0,0,0,0,1,0-12,0.1938028169014085,0
1,0,1,0,0.8873239436619719,1,1,1,0,1,0,1,0,1,0.76,0.6842834064158781,0,1,0,0,0,1,0,1,0,0,0-12,0.6743661971830986,0
1,0,1,1,0.8028169014084507,0,0,1,0,1,1,1,1,0,0.41,0.4161089314562659,1,0,0,0,0,1,0,0,0,1,0-12,0.3291549295774648,0
1,1,1,0,0.6338028169014085,1,1,0,0,0,1,1,1,0,0.8200000000000001,0.5463881837064389,0,1,0,0,1,0,0,0,1,0,0-12,0.519718309859155,0
0,1,1,0,0.8028169014084507,1,1,0,1,0,0,1,1,1,0.8,0.6648972997922917,0,1,0,1,0,0,0,0,1,0,0-12,0.6422535211267606,0
1,0,1,0,1.0,1,1,0,1,0,0,1,1,1,0.79,0.7905608123701823,0,1,0,0,0,1,0,1,0,0,0-12,0.79,0
1,1,0,0,0.4084507042253521,0,0,0,0,1,0,1,0,1,0.22000000000000003,0.13316408954534964,1,0,0,1,0,0,0,0,1,0,0-12,0.08985915492957748,1
0,1,0,0,0.14084507042253522,1,1,1,1,0,0,0,0,0,0.42,0.07431340872374799,1,0,0,1,0,0,1,0,0,0,0-12,0.059154929577464786,0
1,1,0,0,0.46478873239436624,0,0,0,1,1,0,1,1,1,0.38000000000000006,0.20159243018693748,1,0,0,1,0,0,0,0,1,0,0-12,0.1766197183098592,0
0,0,0,0,0.7464788732394366,0,0,1,1,0,0,0,1,0,0.28,0.27844449573044083,1,0,0,0,0,1,1,0,0,0,0-12,0.20901408450704229,0
1,0,0,0,0.02816901408450704,0,0,0,1,0,0,1,1,1,0.32,0.01580890837756751,1,0,0,1,0,0,0,0,1,0,0-12,0.009014084507042252,1
1,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.06,0.2124394184168013,0,0,1,0,0,1,0,0,0,1,0-12,0.06,0
1,0,1,1,0.5492957746478874,1,1,0,0,1,1,0,0,1,0.6599999999999999,0.379067620586199,0,1,0,1,0,0,0,0,1,0,0-12,0.36253521126760563,1
1,0,1,1,0.014084507042253521,1,0,0,0,0,0,1,1,0,0.47000000000000003,0.013385645049619203,1,0,0,1,0,0,0,0,0,1,0-12,0.006619718309859156,1
0,0,1,1,0.7464788732394366,1,1,0,0,1,0,0,1,0,0.45,0.39129933071774753,1,0,0,0,0,1,0,1,0,0,0-12,0.3359154929577465,0
1,0,0,0,0.18309859154929578,1,0,1,0,0,0,0,0,0,0.32,0.0797369028386799,1,0,0,1,0,0,1,0,0,0,0-12,0.05859154929577465,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.52,0.006000461573967228,0,1,0,1,0,0,0,0,1,0,,0.0,1
1,0,0,0,0.1267605633802817,1,1,0,1,1,0,0,1,1,0.76,0.10789291483960306,0,1,0,1,0,0,0,0,1,0,0-12,0.09633802816901409,1
1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.32,0.003692591737825987,1,0,0,1,0,0,0,0,1,0,,0.0,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.00011539349180706218,0,0,1,1,0,0,0,0,0,1,,0.0,1
0,0,0,0,0.7746478873239437,1,1,1,1,0,1,0,0,1,0.46,0.42084006462035545,1,0,0,0,1,0,1,0,0,0,0-12,0.3563380281690141,0
1,0,1,0,0.943661971830986,1,0,1,1,0,1,1,1,1,0.6100000000000001,0.6343180244634202,1,0,0,0,0,1,1,0,0,0,0-12,0.5756338028169016,0
1,0,1,1,0.18309859154929578,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.029309946918993766,0,0,1,0,1,0,0,0,0,1,0-12,0.0018309859154929595,0
0,0,1,1,0.943661971830986,1,0,1,0,0,1,1,1,1,0.81,0.7673667205169629,0,1,0,0,0,1,0,0,1,0,0-12,0.7643661971830987,0
0,1,1,0,0.7605633802816901,1,1,0,0,0,0,0,0,1,0.56,0.46549734594968845,0,1,0,1,0,0,0,0,1,0,0-12,0.4259154929577465,0
1,0,0,0,0.2112676056338028,0,0,1,0,0,0,1,0,1,0.2,0.07454419570736211,1,0,0,1,0,0,0,0,1,0,0-12,0.04225352112676056,0
0,1,0,0,0.11267605633802817,1,0,0,0,0,0,0,1,1,0.6100000000000001,0.08077544426494347,0,1,0,1,0,0,0,0,1,0,0-12,0.0687323943661972,0
0,0,1,1,0.18309859154929578,1,0,1,1,0,0,1,0,1,0.47000000000000003,0.10604661897069007,1,0,0,1,0,0,0,0,1,0,0-12,0.08605633802816902,1
0,1,1,0,0.8028169014084507,1,1,0,0,1,0,1,1,1,0.8,0.6685898915301177,0,1,0,1,0,0,0,0,1,0,0-12,0.6422535211267606,1
0,0,0,0,0.7323943661971831,0,0,1,1,0,0,0,1,1,0.28,0.291714747288253,1,0,0,1,0,0,1,0,0,0,0-12,0.2050704225352113,0
0,0,1,0,0.971830985915493,1,1,1,1,1,0,1,0,1,0.81,0.799215324255712,0,1,0,0,0,1,0,1,0,0,0-12,0.7871830985915493,0
1,1,1,1,0.18309859154929578,1,1,0,0,0,0,1,1,1,0.77,0.15324255711977847,0,1,0,1,0,0,0,0,1,0,0-12,0.14098591549295775,0
0,0,1,1,0.295774647887324,1,0,1,0,1,1,1,0,1,0.49000000000000005,0.17609046849757676,1,0,0,0,1,0,1,0,0,0,0-12,0.14492957746478877,1
1,0,1,0,0.1267605633802817,1,1,1,0,0,0,0,0,1,0.6000000000000001,0.08619893837987538,0,1,0,1,0,0,0,1,0,0,0-12,0.07605633802816902,0
1,0,1,1,0.3943661971830986,1,1,0,0,0,0,0,0,0,0.08000000000000002,0.07777521347795985,0,0,1,0,0,1,0,0,0,1,0-12,0.03154929577464789,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.51,0.005885068082160166,0,1,0,1,0,0,0,0,1,0,,0.0,1
0,0,1,0,0.676056338028169,1,1,1,0,1,1,1,1,0,0.6599999999999999,0.4663051003923379,1,0,0,0,1,0,0,0,1,0,0-12,0.44619718309859147,1
1,1,1,0,0.943661971830986,1,1,0,1,0,0,1,1,1,0.8200000000000001,0.7884837295176552,0,1,0,1,0,0,0,0,1,0,0-12,0.7738028169014086,1
1,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0.6000000000000001,0.006923609508423726,0,1,0,1,0,0,0,0,1,0,,0.0,1
1,0,0,0,0.4084507042253521,0,0,0,0,0,1,0,1,1,0.22000000000000003,0.13489499192245558,1,0,0,0,1,0,0,1,0,0,0-12,0.08985915492957748,0
1,0,1,0,1.0,1,1,1,1,1,1,1,0,0,0.6100000000000001,0.6211631663974152,1,0,0,0,0,1,0,1,0,0,0-12,0.6100000000000001,0
1,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.026425109623817215,0,0,1,1,0,0,0,0,0,1,0-12,0.002535211267605636,0
0,0,0,0,0.08450704225352114,1,1,0,0,0,0,0,0,0,0.55,0.05792753288714517,0,1,0,1,0,0,0,0,1,0,0-12,0.04647887323943663,1
1,0,0,0,0.11267605633802817,1,1,0,0,0,0,0,0,1,0.56,0.07939072236325873,0,1,0,1,0,0,0,0,1,0,0-12,0.06309859154929578,1
1,0,0,1,0.0,1,0,1,0,0,0,0,0,0,0.31,0.003577198246018925,1,0,0,1,0,0,0,0,0,1,,0.0,0
1,0,0,0,0.26760563380281693,1,1,0,1,0,1,0,1,1,0.5,0.15601200092314796,1,0,0,1,0,0,0,1,0,0,0-12,0.13380281690140847,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,0,0,0,1,,0.0,0
1,0,0,0,0.3943661971830986,1,1,0,0,0,0,0,0,1,0.5800000000000001,0.25351950150011543,0,1,0,1,0,0,0,1,0,0,0-12,0.22873239436619722,0
0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0.56,0.006462035541195477,0,1,0,1,0,0,0,0,1,0,,0.0,0
0,0,0,0,0.02816901408450704,1,0,1,0,0,1,0,0,1,0.6400000000000001,0.022617124394184167,0,1,0,1,0,0,0,0,0,1,0-12,0.018028169014084508,0
1,0,0,0,0.26760563380281693,1,0,1,0,1,0,1,0,1,0.71,0.21382414031848604,0,1,0,1,0,0,1,0,0,0,0-12,0.19,0
0,0,0,1,0.8873239436619719,1,0,0,1,0,1,1,1,1,0.81,0.710016155088853,0,1,0,1,0,0,0,1,0,0,0-12,0.7187323943661973,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,0,0,0,1,,0.0,1
1,0,0,0,0.07042253521126761,0,0,1,0,0,0,0,0,0,0.10999999999999999,0.01650126932840988,1,0,0,1,0,0,1,0,0,0,0-12,0.007746478873239436,0
0,0,1,0,0.6901408450704226,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.11481652434802678,0,0,1,0,0,1,0,0,1,0,0-12,0.006901408450704232,0
0,0,0,0,0.07042253521126761,1,0,1,0,0,0,0,1,1,0.41,0.03669513039464574,1,0,0,1,0,0,1,0,0,0,0-12,0.028873239436619718,0
0,0,1,1,0.08450704225352114,1,0,0,0,0,0,0,0,0,0.26,0.036348949919224556,1,0,0,1,0,0,0,0,1,0,0-12,0.021971830985915496,0
0,0,1,1,1.0,1,1,0,0,1,0,0,1,1,0.72,0.749249942303254,0,1,0,0,0,1,0,1,0,0,0-12,0.72,0
0,0,1,0,0.09859154929577466,1,0,0,1,0,0,0,0,1,0.31,0.04327255942764828,1,0,0,1,0,0,1,0,0,0,0-12,0.030563380281690145,0
1,0,1,1,0.9295774647887325,1,1,1,0,0,1,1,1,0,0.8800000000000001,0.806715901223171,0,1,0,0,0,1,0,1,0,0,0-12,0.8180281690140847,0
1,1,1,0,0.323943661971831,1,1,0,0,0,0,1,1,1,0.75,0.2591737825986615,0,1,0,1,0,0,0,0,1,0,0-12,0.24295774647887325,1
1,0,1,0,1.0,1,1,1,1,0,0,0,1,1,0.76,0.7965612739441496,0,1,0,0,0,1,0,1,0,0,0-12,0.76,0
0,0,1,1,0.4507042253521127,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.06715901223171014,0,0,1,0,1,0,1,0,0,0,0-12,0.0045070422535211305,0
0,0,0,0,0.014084507042253521,0,0,0,0,0,0,0,0,1,0.07,0.0043849526886683594,1,0,0,1,0,0,0,0,1,0,0-12,0.0009859154929577466,1
0,0,1,0,0.971830985915493,1,0,1,1,0,1,0,1,0,0.49000000000000005,0.5361181629356104,1,0,0,0,0,1,0,0,0,1,0-12,0.4761971830985916,0
1,0,0,0,0.295774647887324,1,0,0,1,1,0,1,0,0,0.47000000000000003,0.16420493884144935,1,0,0,0,1,0,1,0,0,0,0-12,0.13901408450704228,0
1,0,0,0,0.8169014084507042,1,1,1,1,1,0,0,1,1,0.81,0.6467805215785829,0,1,0,1,0,0,1,0,0,0,0-12,0.6616901408450705,0
0,0,0,0,0.49295774647887325,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.07812139395338104,0,0,1,0,1,0,0,1,0,0,0-12,0.009859154929577474,0
1,0,1,1,0.7042253521126761,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.11654742672513271,0,0,1,0,0,1,0,0,0,1,0-12,0.007042253521126768,0
0,0,1,0,0.7323943661971831,1,1,1,0,1,1,1,0,0,0.5900000000000001,0.4773828756058159,1,0,0,0,1,0,1,0,0,0,0-12,0.4321126760563381,0
1,0,1,1,0.26760563380281693,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.043503346411262404,0,0,1,0,1,0,1,0,0,0,0-12,0.002676056338028172,0
0,0,1,0,0.8732394366197184,1,0,1,0,1,0,1,1,0,0.81,0.7283637202861758,0,1,0,0,0,1,0,1,0,0,0-12,0.7073239436619719,0
1,0,0,0,0.5492957746478874,1,0,0,1,0,0,0,0,0,0.56,0.34075698130625437,0,1,0,1,0,0,0,1,0,0,0-12,0.30760563380281697,0
0,0,0,0,0.47887323943661975,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.0715439649203785,0,0,1,0,1,0,0,0,0,1,0-12,0.0047887323943662016,0
0,0,1,1,0.35211267605633806,1,0,0,0,0,0,0,1,0,0.6000000000000001,0.23263327948303716,0,1,0,0,1,0,1,0,0,0,0-12,0.21126760563380287,0
0,1,1,0,0.36619718309859156,1,1,0,1,1,0,0,1,1,0.77,0.28756058158319875,0,1,0,1,0,0,0,0,1,0,0-12,0.2819718309859155,1
0,0,0,1,0.7323943661971831,1,0,1,1,0,1,0,0,0,0.44,0.39245326563581817,1,0,0,0,1,0,0,1,0,0,0-12,0.3222535211267606,0
0,1,1,0,0.46478873239436624,1,0,0,0,0,0,0,0,0,0.53,0.2779829217632126,0,1,0,1,0,0,0,1,0,0,0-12,0.24633802816901412,0
1,1,1,0,0.25352112676056343,1,1,0,0,0,0,1,1,1,0.76,0.20101546272790216,0,1,0,1,0,0,0,0,1,0,0-12,0.1926760563380282,0
0,0,1,0,0.5915492957746479,1,0,1,1,1,0,0,0,1,0.6799999999999999,0.40768520655435037,0,1,0,1,0,0,0,1,0,0,0-12,0.4022535211267605,0
0,0,1,1,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.012000923147934456,0,0,1,1,0,0,0,0,0,1,0-12,0.0007042253521126767,0
0,0,0,1,0.7746478873239437,1,1,0,0,0,0,0,0,1,0.06,0.1622432494807293,0,0,1,0,0,1,0,0,0,1,0-12,0.04647887323943662,0
0,0,0,0,0.7887323943661972,0,0,0,1,0,0,1,0,1,0.21000000000000002,0.24151857835218096,1,0,0,1,0,0,0,0,1,0,0-12,0.16563380281690143,1
0,0,1,1,0.46478873239436624,1,0,0,0,1,0,1,0,1,0.6599999999999999,0.3336025848142165,0,1,0,1,0,0,0,0,0,1,0-12,0.3067605633802817,0
1,0,0,0,0.1267605633802817,0,0,0,1,0,1,0,0,0,0.18,0.0410800830833141,1,0,0,1,0,0,0,0,1,0,0-12,0.022816901408450704,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,0,0,0,1,,0.0,1
1,0,0,0,0.16901408450704225,0,0,0,0,0,0,0,0,1,0.05000000000000002,0.03254096468959151,1,0,0,1,0,0,0,0,1,0,0-12,0.008450704225352115,1
0,0,0,0,0.7746478873239437,1,1,0,1,0,0,1,1,0,0.8,0.6419339949226863,0,1,0,1,0,0,0,0,1,0,0-12,0.619718309859155,0
1,0,1,0,0.7605633802816901,1,1,0,1,1,0,1,1,1,0.8500000000000001,0.6528963766443573,0,1,0,1,0,0,0,1,0,0,0-12,0.6464788732394366,0
1,0,1,1,0.49295774647887325,1,1,1,1,1,1,1,1,1,0.74,0.38783752596353566,1,0,0,0,0,1,0,1,0,0,0-12,0.3647887323943662,0
0,0,1,0,0.647887323943662,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.10662358642972537,0,0,1,0,1,0,1,0,0,0,0-12,0.0064788732394366255,0
